500, 0.854, 0.846
1000, 0.864, 0.857
1500, 0.829, 0.865
2000, 0.850, 0.871
2500, 0.874, 0.887
3000, 0.820, 0.830
3500, 0.819, 0.853
4000, 0.846, 0.856
4500, 0.842, 0.815
5000, 0.811, 0.798
5500, 0.842, 0.803
6000, 0.827, 0.802
6500, 0.810, 0.812
7000, 0.793, 0.753
7500, 0.882, 0.786
8000, 0.838, 0.776
8500, 0.845, 0.722
9000, 0.854, 0.709
9500, 0.823, 0.682
10000, 0.883, 0.697
10500, 0.844, 0.692
11000, 0.842, 0.616
11500, 0.840, 0.610
12000, 0.834, 0.621
12500, 0.810, 0.569
13000, 0.859, 0.568
13500, 0.823, 0.556
14000, 0.836, 0.500
14500, 0.863, 0.509
15000, 0.876, 0.498
15500, 0.895, 0.464
16000, 0.891, 0.431
16500, 0.875, 0.855
17000, 0.873, 0.843
17500, 0.851, 0.885
18000, 0.886, 0.915
18500, 0.865, 0.860
19000, 0.880, 0.881
19500, 0.873, 0.874
20000, 0.865, 0.851
20500, 0.852, 0.857
21000, 0.880, 0.869
21500, 0.849, 0.821
22000, 0.885, 0.831
22500, 0.861, 0.851
23000, 0.843, 0.832
23500, 0.851, 0.817
24000, 0.844, 0.830
24500, 0.829, 0.821
25000, 0.813, 0.756
25500, 0.843, 0.816
26000, 0.861, 0.784
26500, 0.888, 0.774
27000, 0.856, 0.781
27500, 0.869, 0.760
28000, 0.862, 0.741
28500, 0.873, 0.737
29000, 0.852, 0.738
29500, 0.887, 0.742
30000, 0.872, 0.879
30500, 0.857, 0.848
31000, 0.854, 0.870
31500, 0.852, 0.865
32000, 0.877, 0.870
32500, 0.877, 0.888
33000, 0.855, 0.914
33500, 0.885, 0.884
34000, 0.889, 0.888
34500, 0.870, 0.889
35000, 0.850, 0.871
35500, 0.872, 0.873
36000, 0.890, 0.884
36500, 0.853, 0.861
37000, 0.849, 0.869
37500, 0.886, 0.888
38000, 0.837, 0.874
38500, 0.841, 0.822
39000, 0.827, 0.826
39500, 0.821, 0.849
40000, 0.835, 0.846
40500, 0.857, 0.813
41000, 0.865, 0.815
41500, 0.885, 0.815
42000, 0.877, 0.795
42500, 0.851, 0.885
43000, 0.885, 0.879
43500, 0.843, 0.846
44000, 0.889, 0.910
44500, 0.874, 0.835
45000, 0.838, 0.885
45500, 0.882, 0.910
46000, 0.826, 0.874
46500, 0.870, 0.901
47000, 0.845, 0.859
47500, 0.893, 0.885
48000, 0.887, 0.860
48500, 0.909, 0.899
49000, 0.887, 0.895
49500, 0.910, 0.897
50000, 0.918, 0.906
50500, 0.902, 0.924
51000, 0.928, 0.899
51500, 0.924, 0.929
52000, 0.909, 0.899
52500, 0.928, 0.931
53000, 0.931, 0.896
53500, 0.900, 0.898
54000, 0.892, 0.905
54500, 0.898, 0.893
55000, 0.872, 0.903
55500, 0.901, 0.903
56000, 0.900, 0.905
56500, 0.862, 0.873
57000, 0.885, 0.881
57500, 0.901, 0.891
58000, 0.884, 0.855
58500, 0.898, 0.887
59000, 0.871, 0.869
59500, 0.856, 0.861
60000, 0.858, 0.842
60500, 0.882, 0.874
61000, 0.863, 0.835
61500, 0.863, 0.843
62000, 0.867, 0.869
62500, 0.865, 0.856
63000, 0.857, 0.816
63500, 0.876, 0.868
64000, 0.871, 0.819
64500, 0.849, 0.812
65000, 0.870, 0.827
65500, 0.866, 0.847
66000, 0.834, 0.796
66500, 0.850, 0.818
67000, 0.828, 0.794
67500, 0.870, 0.852
68000, 0.854, 0.806
68500, 0.850, 0.823
69000, 0.831, 0.782
69500, 0.858, 0.790
70000, 0.838, 0.778
70500, 0.849, 0.789
71000, 0.838, 0.797
71500, 0.831, 0.821
72000, 0.827, 0.793
72500, 0.825, 0.813
73000, 0.812, 0.804
73500, 0.835, 0.807
74000, 0.818, 0.761
74500, 0.842, 0.792
75000, 0.836, 0.800
75500, 0.829, 0.805
76000, 0.815, 0.778
76500, 0.847, 0.773
77000, 0.847, 0.783
77500, 0.821, 0.765
78000, 0.860, 0.762
78500, 0.870, 0.793
79000, 0.875, 0.780
79500, 0.866, 0.717
80000, 0.898, 0.790
80500, 0.890, 0.742
81000, 0.895, 0.781
81500, 0.920, 0.718
82000, 0.889, 0.746
82500, 0.937, 0.750
83000, 0.926, 0.916
83500, 0.957, 0.942
84000, 0.928, 0.882
84500, 0.916, 0.925
85000, 0.934, 0.920
85500, 0.920, 0.890
86000, 0.922, 0.926
86500, 0.917, 0.910
87000, 0.917, 0.910
87500, 0.916, 0.881
88000, 0.903, 0.883
88500, 0.878, 0.877
89000, 0.881, 0.875
89500, 0.865, 0.899
90000, 0.897, 0.868
90500, 0.878, 0.837
91000, 0.870, 0.854
91500, 0.862, 0.881
92000, 0.844, 0.848
92500, 0.878, 0.848
93000, 0.868, 0.881
93500, 0.858, 0.826
94000, 0.819, 0.824
94500, 0.813, 0.809
95000, 0.811, 0.799
95500, 0.837, 0.807
96000, 0.795, 0.885
96500, 0.860, 0.883
97000, 0.840, 0.904
97500, 0.875, 0.902
98000, 0.871, 0.861
98500, 0.847, 0.900
99000, 0.832, 0.869
99500, 0.854, 0.892
